"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C01921V02511","Type of Construction","UNIT","VALUE"
"BHQ03C1","Planning Permissions Granted","20142","2014Q2","11","Dwellings","Number","875"
"BHQ03C1","Planning Permissions Granted","20142","2014Q2","12","Other new construction (excluding dwellings)","Number","1091"
"BHQ03C1","Planning Permissions Granted","20142","2014Q2","2","Extensions","Number","1590"
"BHQ03C1","Planning Permissions Granted","20142","2014Q2","3","Alteration, conversion and renovation","Number","593"
"BHQ03C1","Planning Permissions Granted","20143","2014Q3","-","All types of construction","Number","4328"
"BHQ03C1","Planning Permissions Granted","20143","2014Q3","11","Dwellings","Number","962"
"BHQ03C1","Planning Permissions Granted","20143","2014Q3","12","Other new construction (excluding dwellings)","Number","1183"
"BHQ03C1","Planning Permissions Granted","20143","2014Q3","2","Extensions","Number","1705"
"BHQ03C1","Planning Permissions Granted","20143","2014Q3","3","Alteration, conversion and renovation","Number","478"
"BHQ03C1","Planning Permissions Granted","20144","2014Q4","-","All types of construction","Number","3504"
"BHQ03C1","Planning Permissions Granted","20144","2014Q4","11","Dwellings","Number","878"
"BHQ03C1","Planning Permissions Granted","20144","2014Q4","12","Other new construction (excluding dwellings)","Number","1019"
"BHQ03C1","Planning Permissions Granted","20144","2014Q4","2","Extensions","Number","1261"
"BHQ03C1","Planning Permissions Granted","20144","2014Q4","3","Alteration, conversion and renovation","Number","346"
"BHQ03C1","Planning Permissions Granted","20151","2015Q1","-","All types of construction","Number","3901"
"BHQ03C1","Planning Permissions Granted","20151","2015Q1","11","Dwellings","Number","1066"
"BHQ03C1","Planning Permissions Granted","20151","2015Q1","12","Other new construction (excluding dwellings)","Number","1046"
"BHQ03C1","Planning Permissions Granted","20151","2015Q1","2","Extensions","Number","1454"
"BHQ03C1","Planning Permissions Granted","20151","2015Q1","3","Alteration, conversion and renovation","Number","335"
"BHQ03C1","Planning Permissions Granted","20152","2015Q2","-","All types of construction","Number","4047"
"BHQ03C1","Planning Permissions Granted","20152","2015Q2","11","Dwellings","Number","991"
"BHQ03C1","Planning Permissions Granted","20152","2015Q2","12","Other new construction (excluding dwellings)","Number","1021"
"BHQ03C1","Planning Permissions Granted","20152","2015Q2","2","Extensions","Number","1663"
"BHQ03C1","Planning Permissions Granted","20152","2015Q2","3","Alteration, conversion and renovation","Number","372"
"BHQ03C1","Planning Permissions Granted","20153","2015Q3","-","All types of construction","Number","5009"
"BHQ03C1","Planning Permissions Granted","20153","2015Q3","11","Dwellings","Number","1128"
"BHQ03C1","Planning Permissions Granted","20153","2015Q3","12","Other new construction (excluding dwellings)","Number","1492"
"BHQ03C1","Planning Permissions Granted","20153","2015Q3","2","Extensions","Number","1942"
"BHQ03C1","Planning Permissions Granted","20153","2015Q3","3","Alteration, conversion and renovation","Number","447"
"BHQ03C1","Planning Permissions Granted","20154","2015Q4","-","All types of construction","Number","4470"
"BHQ03C1","Planning Permissions Granted","20154","2015Q4","11","Dwellings","Number","1084"
"BHQ03C1","Planning Permissions Granted","20154","2015Q4","12","Other new construction (excluding dwellings)","Number","1565"
"BHQ03C1","Planning Permissions Granted","20154","2015Q4","2","Extensions","Number","1413"
"BHQ03C1","Planning Permissions Granted","20154","2015Q4","3","Alteration, conversion and renovation","Number","408"
"BHQ03C1","Planning Permissions Granted","20161","2016Q1","-","All types of construction","Number","4914"
"BHQ03C1","Planning Permissions Granted","20161","2016Q1","11","Dwellings","Number","1169"
"BHQ03C1","Planning Permissions Granted","20161","2016Q1","12","Other new construction (excluding dwellings)","Number","1695"
"BHQ03C1","Planning Permissions Granted","20161","2016Q1","2","Extensions","Number","1680"
"BHQ03C1","Planning Permissions Granted","20161","2016Q1","3","Alteration, conversion and renovation","Number","370"
"BHQ03C1","Planning Permissions Granted","20162","2016Q2","-","All types of construction","Number","5236"
"BHQ03C1","Planning Permissions Granted","20162","2016Q2","11","Dwellings","Number","1203"
"BHQ03C1","Planning Permissions Granted","20162","2016Q2","12","Other new construction (excluding dwellings)","Number","1758"
"BHQ03C1","Planning Permissions Granted","20162","2016Q2","2","Extensions","Number","1849"
"BHQ03C1","Planning Permissions Granted","20162","2016Q2","3","Alteration, conversion and renovation","Number","426"
"BHQ03C1","Planning Permissions Granted","20163","2016Q3","-","All types of construction","Number","6123"
"BHQ03C1","Planning Permissions Granted","20163","2016Q3","11","Dwellings","Number","1401"
"BHQ03C1","Planning Permissions Granted","20163","2016Q3","12","Other new construction (excluding dwellings)","Number","1973"
"BHQ03C1","Planning Permissions Granted","20163","2016Q3","2","Extensions","Number","2198"
"BHQ03C1","Planning Permissions Granted","20163","2016Q3","3","Alteration, conversion and renovation","Number","551"
"BHQ03C1","Planning Permissions Granted","20164","2016Q4","-","All types of construction","Number","4823"
"BHQ03C1","Planning Permissions Granted","20164","2016Q4","11","Dwellings","Number","1341"
"BHQ03C1","Planning Permissions Granted","20164","2016Q4","12","Other new construction (excluding dwellings)","Number","1517"
"BHQ03C1","Planning Permissions Granted","20164","2016Q4","2","Extensions","Number","1510"
"BHQ03C1","Planning Permissions Granted","20164","2016Q4","3","Alteration, conversion and renovation","Number","455"
"BHQ03C1","Planning Permissions Granted","20171","2017Q1","-","All types of construction","Number","5959"
"BHQ03C1","Planning Permissions Granted","20171","2017Q1","11","Dwellings","Number","1523"
"BHQ03C1","Planning Permissions Granted","20171","2017Q1","12","Other new construction (excluding dwellings)","Number","1906"
"BHQ03C1","Planning Permissions Granted","20171","2017Q1","2","Extensions","Number","1767"
"BHQ03C1","Planning Permissions Granted","20171","2017Q1","3","Alteration, conversion and renovation","Number","763"
"BHQ03C1","Planning Permissions Granted","20172","2017Q2","-","All types of construction","Number","6279"
"BHQ03C1","Planning Permissions Granted","20172","2017Q2","11","Dwellings","Number","1484"
"BHQ03C1","Planning Permissions Granted","20172","2017Q2","12","Other new construction (excluding dwellings)","Number","2090"
"BHQ03C1","Planning Permissions Granted","20172","2017Q2","2","Extensions","Number","1904"
"BHQ03C1","Planning Permissions Granted","20172","2017Q2","3","Alteration, conversion and renovation","Number","801"
"BHQ03C1","Planning Permissions Granted","20173","2017Q3","-","All types of construction","Number","6884"
"BHQ03C1","Planning Permissions Granted","20173","2017Q3","11","Dwellings","Number","1670"
"BHQ03C1","Planning Permissions Granted","20173","2017Q3","12","Other new construction (excluding dwellings)","Number","2046"
"BHQ03C1","Planning Permissions Granted","20173","2017Q3","2","Extensions","Number","2166"
"BHQ03C1","Planning Permissions Granted","20173","2017Q3","3","Alteration, conversion and renovation","Number","1002"
"BHQ03C1","Planning Permissions Granted","20174","2017Q4","-","All types of construction","Number","5961"
"BHQ03C1","Planning Permissions Granted","20174","2017Q4","11","Dwellings","Number","1591"
"BHQ03C1","Planning Permissions Granted","20174","2017Q4","12","Other new construction (excluding dwellings)","Number","1899"
"BHQ03C1","Planning Permissions Granted","20174","2017Q4","2","Extensions","Number","1600"
"BHQ03C1","Planning Permissions Granted","20174","2017Q4","3","Alteration, conversion and renovation","Number","871"
"BHQ03C1","Planning Permissions Granted","20181","2018Q1","-","All types of construction","Number","6010"
"BHQ03C1","Planning Permissions Granted","20181","2018Q1","11","Dwellings","Number","1711"
"BHQ03C1","Planning Permissions Granted","20181","2018Q1","12","Other new construction (excluding dwellings)","Number","1769"
"BHQ03C1","Planning Permissions Granted","20181","2018Q1","2","Extensions","Number","1658"
"BHQ03C1","Planning Permissions Granted","20181","2018Q1","3","Alteration, conversion and renovation","Number","872"
"BHQ03C1","Planning Permissions Granted","20182","2018Q2","-","All types of construction","Number","6823"
"BHQ03C1","Planning Permissions Granted","20182","2018Q2","11","Dwellings","Number","1639"
"BHQ03C1","Planning Permissions Granted","20182","2018Q2","12","Other new construction (excluding dwellings)","Number","2085"
"BHQ03C1","Planning Permissions Granted","20182","2018Q2","2","Extensions","Number","2059"
"BHQ03C1","Planning Permissions Granted","20182","2018Q2","3","Alteration, conversion and renovation","Number","1040"
"BHQ03C1","Planning Permissions Granted","20183","2018Q3","-","All types of construction","Number","7432"
"BHQ03C1","Planning Permissions Granted","20183","2018Q3","11","Dwellings","Number","1812"
"BHQ03C1","Planning Permissions Granted","20183","2018Q3","12","Other new construction (excluding dwellings)","Number","2250"
"BHQ03C1","Planning Permissions Granted","20183","2018Q3","2","Extensions","Number","2223"
"BHQ03C1","Planning Permissions Granted","20183","2018Q3","3","Alteration, conversion and renovation","Number","1147"
"BHQ03C1","Planning Permissions Granted","20184","2018Q4","-","All types of construction","Number","6300"
"BHQ03C1","Planning Permissions Granted","20184","2018Q4","11","Dwellings","Number","1678"
"BHQ03C1","Planning Permissions Granted","20184","2018Q4","12","Other new construction (excluding dwellings)","Number","1883"
"BHQ03C1","Planning Permissions Granted","20184","2018Q4","2","Extensions","Number","1750"
"BHQ03C1","Planning Permissions Granted","20184","2018Q4","3","Alteration, conversion and renovation","Number","989"
"BHQ03C1","Planning Permissions Granted","20191","2019Q1","-","All types of construction","Number","6934"
"BHQ03C1","Planning Permissions Granted","20191","2019Q1","11","Dwellings","Number","1821"
"BHQ03C1","Planning Permissions Granted","20191","2019Q1","12","Other new construction (excluding dwellings)","Number","2037"
"BHQ03C1","Planning Permissions Granted","20191","2019Q1","2","Extensions","Number","1924"
"BHQ03C1","Planning Permissions Granted","20191","2019Q1","3","Alteration, conversion and renovation","Number","1152"
"BHQ03C1","Planning Permissions Granted","20192","2019Q2","-","All types of construction","Number","7035"
"BHQ03C1","Planning Permissions Granted","20192","2019Q2","11","Dwellings","Number","1771"
"BHQ03C1","Planning Permissions Granted","20192","2019Q2","12","Other new construction (excluding dwellings)","Number","2071"
"BHQ03C1","Planning Permissions Granted","20192","2019Q2","2","Extensions","Number","1969"
"BHQ03C1","Planning Permissions Granted","20192","2019Q2","3","Alteration, conversion and renovation","Number","1224"
"BHQ03C1","Planning Permissions Granted","20193","2019Q3","-","All types of construction","Number","7721"
"BHQ03C1","Planning Permissions Granted","20193","2019Q3","11","Dwellings","Number","1918"
"BHQ03C1","Planning Permissions Granted","20193","2019Q3","12","Other new construction (excluding dwellings)","Number","2385"
"BHQ03C1","Planning Permissions Granted","20193","2019Q3","2","Extensions","Number","2125"
"BHQ03C1","Planning Permissions Granted","20193","2019Q3","3","Alteration, conversion and renovation","Number","1293"
"BHQ03C1","Planning Permissions Granted","20194","2019Q4","-","All types of construction","Number","6177"
"BHQ03C1","Planning Permissions Granted","20194","2019Q4","11","Dwellings","Number","1594"
"BHQ03C1","Planning Permissions Granted","20194","2019Q4","12","Other new construction (excluding dwellings)","Number","1923"
"BHQ03C1","Planning Permissions Granted","20194","2019Q4","2","Extensions","Number","1611"
"BHQ03C1","Planning Permissions Granted","20194","2019Q4","3","Alteration, conversion and renovation","Number","1049"
"BHQ03C1","Planning Permissions Granted","20201","2020Q1","-","All types of construction","Number","6631"
"BHQ03C1","Planning Permissions Granted","20201","2020Q1","11","Dwellings","Number","1731"
"BHQ03C1","Planning Permissions Granted","20201","2020Q1","12","Other new construction (excluding dwellings)","Number","2041"
"BHQ03C1","Planning Permissions Granted","20201","2020Q1","2","Extensions","Number","1736"
"BHQ03C1","Planning Permissions Granted","20201","2020Q1","3","Alteration, conversion and renovation","Number","1123"
"BHQ03C1","Planning Permissions Granted","20202","2020Q2","-","All types of construction","Number","3389"
"BHQ03C1","Planning Permissions Granted","20202","2020Q2","11","Dwellings","Number","869"
"BHQ03C1","Planning Permissions Granted","20202","2020Q2","12","Other new construction (excluding dwellings)","Number","1092"
